order_id,order_date,promised_delivery_date,customer_region,order_priority,order_channel,order_status
O-100369,2024-03-20,2024-03-24,Limpopo,Normal,Web,Completed
O-100370,2024-01-01,2024-01-09,Mpumalanga,Normal,Mobile,Completed
O-100371,2024-02-26,2024-03-02,Free State,Normal,Web,Completed
O-100372,2024-02-06,2024-02-11,Western Cape,Normal,Web,Completed
O-100373,2024-04-29,2024-05-06,Limpopo,Express,Web,Completed
O-100374,2024-04-17,2024-04-22,Mpumalanga,Normal,Web,Completed
O-100375,2024-03-13,2024-03-19,Limpopo,Normal,Mobile,Completed
O-100376,2024-04-28,2024-05-04,KwaZulu-Natal,Normal,Web,Completed
O-100377,2024-02-02,2024-02-06,KwaZulu-Natal,Normal,Web,Completed
O-100378,2024-04-23,2024-04-27,Limpopo,Express,Mobile,Completed
O-100379,2024-02-19,2024-02-28,KwaZulu-Natal,Express,Mobile,Completed
O-100380,2024-02-12,2024-02-20,KwaZulu-Natal,Normal,Mobile,Completed
O-100381,2024-02-14,2024-02-25,Western Cape,Normal,Mobile,Completed
O-100382,2024-04-23,2024-04-29,Gauteng,Normal,Web,Completed
O-100383,2024-01-05,2024-01-10,Mpumalanga,Express,Mobile,Completed
O-100384,2024-04-28,2024-05-03,KwaZulu-Natal,Express,Mobile,Completed
O-100385,2024-01-17,2024-01-25,Free State,Express,Mobile,Completed
O-100386,2024-03-31,2024-04-04,Gauteng,Express,Web,Completed
O-100387,2024-01-19,2024-01-24,Free State,Express,Mobile,Completed
O-100388,2024-03-30,2024-04-05,Western Cape,Normal,Mobile,Completed
O-100389,2024-03-13,2024-03-18,Free State,Express,Web,Completed
O-100390,2024-04-26,2024-05-05,KwaZulu-Natal,Normal,Web,Completed
O-100391,2024-04-11,2024-04-18,Gauteng,Normal,Web,Completed
O-100392,2024-03-22,2024-03-27,Limpopo,Express,Web,Completed
O-100393,2024-01-01,2024-01-05,KwaZulu-Natal,Normal,Web,Completed
O-100394,2024-01-15,2024-01-22,KwaZulu-Natal,Normal,Mobile,Completed
O-100395,2024-01-19,2024-01-23,Limpopo,Normal,Web,Completed
O-100396,2024-02-04,2024-02-11,Western Cape,Normal,Mobile,Completed
O-100397,2024-03-18,2024-03-24,Mpumalanga,Normal,Mobile,Completed
O-100398,2024-01-26,2024-01-31,KwaZulu-Natal,Express,Mobile,Completed
O-100399,2024-01-26,2024-01-31,Free State,Normal,Mobile,Completed
O-100400,2024-02-13,2024-02-20,Limpopo,Normal,Web,Completed
O-100401,2024-02-15,2024-02-21,Western Cape,Normal,Mobile,Completed
O-100402,2024-01-23,2024-02-01,KwaZulu-Natal,Normal,Web,Completed
O-100403,2024-01-15,2024-01-26,Gauteng,Normal,Mobile,Completed
O-100404,2024-01-21,2024-01-26,Gauteng,Normal,Mobile,Completed
O-100405,2024-03-08,2024-03-14,Free State,Normal,Mobile,Completed
O-100406,2024-04-20,2024-04-26,Limpopo,Normal,Mobile,Completed
O-100407,2024-01-18,2024-01-25,Free State,Normal,Web,Completed
O-100408,2024-04-03,2024-04-11,Gauteng,Normal,Mobile,Completed
O-100409,2024-01-13,2024-01-18,Western Cape,Normal,Web,Completed
O-100410,2024-03-01,2024-03-11,Limpopo,Normal,Mobile,Completed
O-100411,2024-01-07,2024-01-11,Limpopo,Express,Web,Completed
O-100412,2024-02-16,2024-02-21,Gauteng,Express,Web,Completed
O-100413,2024-03-26,2024-04-03,Limpopo,Normal,Web,Completed
O-100414,2024-03-28,2024-04-04,Western Cape,Normal,Web,Completed
O-100415,2024-03-31,2024-04-07,Limpopo,Express,Mobile,Completed
O-100416,2024-03-14,2024-03-20,Free State,Express,Mobile,Completed
O-100417,2024-02-24,2024-03-02,Free State,Normal,Web,Completed
O-100418,2024-02-02,2024-02-08,Free State,Normal,Web,Completed
O-100419,2024-02-04,2024-02-10,Mpumalanga,Normal,Mobile,Completed
O-100420,2024-03-18,2024-03-22,Gauteng,Normal,Mobile,Completed
O-100421,2024-03-04,2024-03-11,Limpopo,Normal,Mobile,Completed
O-100422,2024-04-27,2024-05-06,KwaZulu-Natal,Normal,Web,Completed
O-100423,2024-01-24,2024-01-29,KwaZulu-Natal,Normal,Mobile,Completed
O-100424,2024-02-11,2024-02-15,Limpopo,Express,Mobile,Completed
O-100425,2024-02-05,2024-02-11,Gauteng,Normal,Mobile,Completed
O-100426,2024-02-10,2024-02-19,Free State,Normal,Web,Completed
O-100427,2024-02-29,2024-03-03,Free State,Express,Web,Completed
O-100428,2024-03-12,2024-03-17,KwaZulu-Natal,Normal,Web,Completed
O-100429,2024-01-03,2024-01-08,Mpumalanga,Normal,Web,Completed
O-100430,2024-03-21,2024-03-29,Mpumalanga,Express,Web,Completed
O-100431,2024-02-13,2024-02-21,Western Cape,Normal,Web,Completed
O-100432,2024-02-16,2024-02-23,Western Cape,Normal,Web,Completed
O-100433,2024-02-24,2024-03-03,Western Cape,Express,Web,Completed
O-100434,2024-01-16,2024-01-22,KwaZulu-Natal,Normal,Web,Completed
O-100435,2024-01-05,2024-01-10,Free State,Normal,Web,Completed
O-100436,2024-01-30,2024-02-06,Gauteng,Normal,Mobile,Completed
O-100437,2024-02-01,2024-02-10,Mpumalanga,Normal,Mobile,Completed
O-100438,2024-04-07,2024-04-13,Western Cape,Normal,Mobile,Completed
O-100439,2024-04-18,2024-04-24,Western Cape,Normal,Mobile,Completed
O-100440,2024-03-13,2024-03-22,Gauteng,Normal,Web,Completed
O-100441,2024-01-26,2024-02-03,Limpopo,Normal,Mobile,Completed
O-100442,2024-02-12,2024-02-20,Mpumalanga,Normal,Web,Completed
O-100443,2024-02-18,2024-02-27,Mpumalanga,Normal,Web,Completed
O-100444,2024-03-28,2024-04-06,Gauteng,Normal,Mobile,Completed
O-100445,2024-02-21,2024-02-26,Free State,Express,Web,Completed
O-100446,2024-03-31,2024-04-06,Limpopo,Normal,Mobile,Completed
O-100447,2024-01-25,2024-02-01,Free State,Normal,Web,Completed
O-100448,2024-01-14,2024-01-20,Free State,Normal,Mobile,Completed
O-100449,2024-02-21,2024-02-26,Gauteng,Normal,Mobile,Completed
O-100450,2024-04-26,2024-05-02,Western Cape,Normal,Web,Completed
O-100451,2024-03-08,2024-03-16,KwaZulu-Natal,Normal,Mobile,Completed
O-100452,2024-03-18,2024-03-24,Mpumalanga,Express,Mobile,Completed
O-100453,2024-02-01,2024-02-09,Mpumalanga,Normal,Mobile,Completed
O-100454,2024-01-31,2024-02-07,Free State,Normal,Web,Completed
O-100455,2024-01-02,2024-01-13,Free State,Normal,Web,Completed
O-100456,2024-03-19,2024-03-24,Limpopo,Express,Web,Completed
O-100457,2024-03-13,2024-03-18,KwaZulu-Natal,Express,Mobile,Completed
O-100458,2024-01-04,2024-01-10,Limpopo,Normal,Web,Completed
O-100459,2024-02-21,2024-02-29,Limpopo,Normal,Mobile,Completed
O-100460,2024-02-19,2024-02-28,KwaZulu-Natal,Normal,Mobile,Completed
O-100461,2024-04-08,2024-04-15,Free State,Normal,Mobile,Completed
O-100462,2024-04-10,2024-04-18,Gauteng,Normal,Web,Completed
O-100463,2024-03-02,2024-03-08,Limpopo,Normal,Web,Completed
O-100464,2024-01-10,2024-01-13,Free State,Normal,Mobile,Completed
O-100465,2024-01-13,2024-01-17,Mpumalanga,Normal,Web,Completed
O-100466,2024-03-22,2024-03-28,Mpumalanga,Normal,Mobile,Completed
O-100467,2024-04-22,2024-04-29,Gauteng,Normal,Mobile,Completed
O-100468,2024-01-26,2024-02-07,Free State,Normal,Mobile,Completed
O-100469,2024-03-22,2024-03-30,Gauteng,Normal,Mobile,Completed
O-100470,2024-02-07,2024-02-12,KwaZulu-Natal,Normal,Mobile,Completed
O-100471,2024-03-04,2024-03-07,Mpumalanga,Express,Web,Completed
O-100472,2024-02-29,2024-03-05,Free State,Normal,Mobile,Completed
O-100473,2024-02-29,2024-03-08,Gauteng,Express,Mobile,Completed
O-100474,2024-01-08,2024-01-14,KwaZulu-Natal,Express,Web,Completed
O-100475,2024-02-29,2024-03-09,Mpumalanga,Normal,Web,Completed
O-100476,2024-02-13,2024-02-18,Mpumalanga,Normal,Web,Completed
O-100477,2024-03-27,2024-04-01,Free State,Normal,Mobile,Completed
O-100478,2024-01-05,2024-01-13,Western Cape,Normal,Mobile,Completed
O-100479,2024-04-09,2024-04-19,KwaZulu-Natal,Normal,Mobile,Completed
O-100480,2024-01-28,2024-02-02,Gauteng,Normal,Web,Completed
O-100481,2024-04-27,2024-05-02,Mpumalanga,Express,Mobile,Completed
O-100482,2024-04-05,2024-04-10,Western Cape,Normal,Web,Completed
O-100483,2024-03-06,2024-03-12,Free State,Normal,Web,Completed
O-100484,2024-04-14,2024-04-22,Limpopo,Normal,Mobile,Completed
O-100485,2024-04-23,2024-04-30,Western Cape,Normal,Mobile,Completed
O-100486,2024-04-27,2024-05-09,Free State,Normal,Mobile,Completed
O-100487,2024-02-01,2024-02-06,Mpumalanga,Normal,Web,Completed
O-100488,2024-02-09,2024-02-18,Western Cape,Normal,Web,Completed
O-100489,2024-03-18,2024-03-25,Gauteng,Normal,Web,Completed
O-100490,2024-03-24,2024-03-29,Limpopo,Normal,Mobile,Completed
O-100491,2024-04-29,2024-05-06,Mpumalanga,Express,Mobile,Completed
O-100492,2024-02-08,2024-02-14,KwaZulu-Natal,Express,Web,Completed
O-100493,2024-01-13,2024-01-23,Gauteng,Normal,Mobile,Completed
O-100494,2024-04-19,2024-04-26,Gauteng,Express,Mobile,Completed
O-100495,2024-01-22,2024-01-27,Free State,Express,Mobile,Completed
O-100496,2024-03-22,2024-03-29,Free State,Normal,Mobile,Completed
O-100497,2024-04-04,2024-04-11,Western Cape,Normal,Mobile,Completed
O-100498,2024-01-22,2024-01-30,Gauteng,Normal,Web,Completed
O-100499,2024-04-27,2024-05-05,KwaZulu-Natal,Normal,Web,Completed
O-100500,2024-01-25,2024-01-30,KwaZulu-Natal,Express,Mobile,Completed
O-100501,2024-01-16,2024-01-22,Gauteng,Express,Web,Completed
O-100502,2024-01-04,2024-01-10,Free State,Normal,Mobile,Completed
O-100503,2024-04-16,2024-04-24,Western Cape,Normal,Mobile,Completed
O-100504,2024-03-31,2024-04-05,Free State,Normal,Web,Completed
O-100505,2024-04-25,2024-05-02,Mpumalanga,Normal,Mobile,Completed
O-100506,2024-01-12,2024-01-17,Limpopo,Normal,Web,Completed
O-100507,2024-01-20,2024-01-26,Gauteng,Normal,Mobile,Completed
O-100508,2024-02-25,2024-03-02,KwaZulu-Natal,Normal,Mobile,Completed
O-100509,2024-01-04,2024-01-13,Limpopo,Normal,Mobile,Completed
O-100510,2024-02-06,2024-02-11,Gauteng,Normal,Mobile,Completed
O-100511,2024-03-14,2024-03-19,KwaZulu-Natal,Normal,Web,Completed
O-100512,2024-01-20,2024-01-26,Limpopo,Normal,Mobile,Completed
O-100513,2024-01-03,2024-01-10,Limpopo,Normal,Web,Completed
O-100514,2024-01-24,2024-02-04,Limpopo,Normal,Mobile,Completed
O-100515,2024-02-29,2024-03-08,Gauteng,Normal,Mobile,Completed
O-100516,2024-01-24,2024-01-30,Free State,Normal,Mobile,Completed
O-100517,2024-01-31,2024-02-04,KwaZulu-Natal,Express,Web,Completed
O-100518,2024-02-24,2024-03-01,Mpumalanga,Normal,Web,Completed
O-100519,2024-04-01,2024-04-08,Mpumalanga,Normal,Web,Completed
O-100520,2024-02-02,2024-02-10,KwaZulu-Natal,Normal,Web,Completed
O-100521,2024-01-15,2024-01-25,Gauteng,Normal,Web,Completed
O-100522,2024-01-09,2024-01-15,Western Cape,Express,Web,Completed
O-100523,2024-01-10,2024-01-14,Western Cape,Normal,Web,Completed
O-100524,2024-04-27,2024-05-04,Free State,Normal,Mobile,Completed
O-100525,2024-04-26,2024-05-05,Mpumalanga,Normal,Mobile,Completed
O-100526,2024-03-09,2024-03-12,Mpumalanga,Express,Mobile,Completed
O-100527,2024-03-14,2024-03-20,KwaZulu-Natal,Express,Web,Completed
O-100528,2024-04-12,2024-04-20,Gauteng,Express,Mobile,Completed
O-100529,2024-03-10,2024-03-16,Free State,Normal,Mobile,Completed
O-100530,2024-03-24,2024-04-03,Mpumalanga,Normal,Web,Completed
O-100531,2024-04-17,2024-04-25,Mpumalanga,Normal,Web,Completed
O-100532,2024-02-24,2024-02-29,Limpopo,Express,Mobile,Completed
O-100533,2024-04-15,2024-04-18,Gauteng,Express,Mobile,Completed
O-100534,2024-04-09,2024-04-16,Gauteng,Normal,Web,Completed
O-100535,2024-02-26,2024-03-05,Mpumalanga,Normal,Mobile,Completed
O-100536,2024-03-10,2024-03-17,Mpumalanga,Express,Web,Completed
O-100537,2024-02-17,2024-02-21,Mpumalanga,Express,Web,Completed
O-100538,2024-02-06,2024-02-13,Mpumalanga,Express,Mobile,Completed
O-100539,2024-03-30,2024-04-05,Western Cape,Normal,Web,Completed
O-100540,2024-03-25,2024-03-29,Gauteng,Normal,Mobile,Completed
O-100541,2024-02-19,2024-02-25,Gauteng,Normal,Web,Completed
O-100542,2024-03-26,2024-03-31,Western Cape,Normal,Mobile,Completed
O-100543,2024-04-07,2024-04-15,Mpumalanga,Normal,Web,Completed
O-100544,2024-02-18,2024-02-24,KwaZulu-Natal,Normal,Mobile,Completed
O-100545,2024-03-05,2024-03-10,Limpopo,Normal,Mobile,Completed
O-100546,2024-03-06,2024-03-14,Mpumalanga,Normal,Web,Completed
O-100547,2024-02-08,2024-02-14,Free State,Normal,Mobile,Completed
O-100548,2024-01-10,2024-01-18,KwaZulu-Natal,Express,Web,Completed
O-100549,2024-02-01,2024-02-08,Free State,Normal,Mobile,Completed
O-100550,2024-04-25,2024-05-01,KwaZulu-Natal,Normal,Web,Completed
O-100551,2024-03-26,2024-03-30,Gauteng,Normal,Web,Completed
O-100552,2024-02-09,2024-02-16,KwaZulu-Natal,Express,Mobile,Completed
O-100553,2024-01-25,2024-01-30,Mpumalanga,Normal,Web,Completed
O-100554,2024-04-25,2024-05-01,Mpumalanga,Express,Mobile,Completed
O-100555,2024-02-19,2024-02-27,KwaZulu-Natal,Normal,Web,Completed
O-100556,2024-01-08,2024-01-17,Free State,Normal,Web,Completed
O-100557,2024-03-25,2024-04-02,Free State,Normal,Mobile,Completed
O-100558,2024-04-13,2024-04-20,KwaZulu-Natal,Normal,Web,Completed
O-100559,2024-01-07,2024-01-14,KwaZulu-Natal,Normal,Web,Completed
O-100560,2024-04-16,2024-04-20,KwaZulu-Natal,Express,Mobile,Completed
O-100561,2024-01-08,2024-01-13,Western Cape,Express,Web,Completed
O-100562,2024-01-04,2024-01-13,Gauteng,Express,Mobile,Completed
O-100563,2024-01-09,2024-01-16,Mpumalanga,Express,Web,Completed
O-100564,2024-03-03,2024-03-08,KwaZulu-Natal,Normal,Web,Completed
O-100565,2024-02-03,2024-02-12,Limpopo,Normal,Web,Completed
O-100566,2024-04-28,2024-05-05,Western Cape,Normal,Web,Completed
O-100567,2024-03-08,2024-03-16,Limpopo,Normal,Web,Completed
O-100568,2024-01-05,2024-01-09,KwaZulu-Natal,Express,Web,Completed
O-100569,2024-02-19,2024-02-27,Mpumalanga,Normal,Mobile,Completed
O-100570,2024-03-06,2024-03-11,Limpopo,Express,Web,Completed
O-100571,2024-03-26,2024-03-30,Western Cape,Express,Mobile,Completed
O-100572,2024-01-28,2024-02-02,Western Cape,Express,Mobile,Completed
O-100573,2024-02-21,2024-02-27,Mpumalanga,Express,Mobile,Completed
O-100574,2024-03-15,2024-03-21,KwaZulu-Natal,Normal,Mobile,Completed
O-100575,2024-03-09,2024-03-17,Mpumalanga,Express,Mobile,Completed
O-100576,2024-02-02,2024-02-10,Western Cape,Normal,Web,Completed
O-100577,2024-02-09,2024-02-15,Gauteng,Normal,Mobile,Completed
O-100578,2024-01-20,2024-01-31,Mpumalanga,Normal,Web,Completed
O-100579,2024-03-03,2024-03-12,Mpumalanga,Normal,Web,Completed
O-100580,2024-01-15,2024-01-19,Gauteng,Normal,Web,Completed
O-100581,2024-02-15,2024-02-22,Limpopo,Express,Web,Completed
O-100582,2024-01-09,2024-01-16,Gauteng,Express,Web,Completed
O-100583,2024-04-06,2024-04-13,KwaZulu-Natal,Express,Web,Completed
O-100584,2024-04-07,2024-04-15,Gauteng,Normal,Mobile,Completed
O-100585,2024-03-12,2024-03-20,KwaZulu-Natal,Normal,Web,Completed
O-100586,2024-03-24,2024-03-30,Gauteng,Normal,Mobile,Completed
O-100587,2024-04-11,2024-04-19,Gauteng,Normal,Mobile,Completed
O-100588,2024-02-20,2024-02-25,Free State,Express,Mobile,Completed
O-100589,2024-03-18,2024-03-24,Western Cape,Normal,Web,Completed
O-100590,2024-01-19,2024-01-23,Limpopo,Express,Web,Completed
O-100591,2024-03-01,2024-03-05,Limpopo,Normal,Mobile,Completed
O-100592,2024-04-29,2024-05-06,Gauteng,Normal,Web,Completed
O-100593,2024-04-14,2024-04-21,KwaZulu-Natal,Normal,Web,Completed
O-100594,2024-04-14,2024-04-21,Mpumalanga,Normal,Mobile,Completed
O-100595,2024-02-24,2024-03-05,KwaZulu-Natal,Normal,Web,Completed
O-100596,2024-02-04,2024-02-11,Gauteng,Normal,Web,Completed
O-100597,2024-01-21,2024-01-31,Limpopo,Normal,Mobile,Completed
O-100598,2024-02-02,2024-02-09,Gauteng,Normal,Mobile,Completed
O-100599,2024-03-21,2024-03-30,Mpumalanga,Normal,Web,Completed
O-100600,2024-03-27,2024-04-04,Mpumalanga,Normal,Web,Completed
O-100601,2024-02-16,2024-02-21,Western Cape,Normal,Mobile,Completed
O-100602,2024-04-13,2024-04-16,Gauteng,Express,Mobile,Completed
O-100603,2024-02-20,2024-02-25,Mpumalanga,Normal,Mobile,Completed
O-100604,2024-03-07,2024-03-16,Free State,Normal,Web,Completed
O-100605,2024-02-24,2024-02-29,KwaZulu-Natal,Express,Web,Completed
O-100606,2024-03-26,2024-04-02,Mpumalanga,Normal,Web,Completed
O-100607,2024-01-27,2024-01-31,Limpopo,Normal,Web,Completed
O-100608,2024-04-02,2024-04-10,Limpopo,Normal,Mobile,Completed
O-100609,2024-02-17,2024-02-21,Free State,Normal,Web,Completed
O-100610,2024-04-11,2024-04-15,Gauteng,Express,Mobile,Completed
O-100611,2024-03-30,2024-04-08,Free State,Normal,Web,Completed
O-100612,2024-04-15,2024-04-23,Free State,Normal,Mobile,Completed
O-100613,2024-02-06,2024-02-14,Gauteng,Normal,Mobile,Completed
O-100614,2024-02-28,2024-03-08,KwaZulu-Natal,Normal,Web,Completed
O-100615,2024-01-11,2024-01-19,Limpopo,Normal,Mobile,Completed
O-100616,2024-02-14,2024-02-18,Western Cape,Normal,Web,Completed
O-100617,2024-04-18,2024-04-22,Free State,Normal,Mobile,Completed
O-100618,2024-04-12,2024-04-17,KwaZulu-Natal,Express,Web,Completed
O-100619,2024-02-15,2024-02-21,Western Cape,Normal,Web,Completed
O-100620,2024-02-16,2024-02-23,KwaZulu-Natal,Express,Mobile,Completed
O-100621,2024-02-02,2024-02-10,Limpopo,Normal,Mobile,Completed
O-100622,2024-01-28,2024-02-06,Free State,Normal,Web,Completed
O-100623,2024-01-15,2024-01-20,KwaZulu-Natal,Normal,Web,Completed
O-100624,2024-03-14,2024-03-20,KwaZulu-Natal,Normal,Mobile,Completed
O-100625,2024-03-22,2024-03-30,KwaZulu-Natal,Normal,Mobile,Completed
O-100626,2024-03-24,2024-03-30,Free State,Normal,Mobile,Completed
O-100627,2024-01-03,2024-01-07,KwaZulu-Natal,Normal,Web,Completed
O-100628,2024-01-12,2024-01-19,Free State,Normal,Mobile,Completed
O-100629,2024-03-30,2024-04-07,Mpumalanga,Express,Mobile,Completed
O-100630,2024-01-25,2024-01-30,Free State,Normal,Mobile,Completed
O-100631,2024-04-16,2024-04-23,Limpopo,Normal,Web,Completed
O-100632,2024-02-22,2024-02-28,KwaZulu-Natal,Express,Mobile,Completed
O-100633,2024-03-07,2024-03-16,Gauteng,Express,Mobile,Completed
O-100634,2024-04-13,2024-04-18,KwaZulu-Natal,Express,Mobile,Completed
O-100635,2024-04-27,2024-05-04,Mpumalanga,Normal,Mobile,Completed
O-100636,2024-02-25,2024-03-01,Free State,Normal,Mobile,Completed
O-100637,2024-03-05,2024-03-10,Limpopo,Express,Web,Completed
O-100638,2024-04-01,2024-04-09,KwaZulu-Natal,Normal,Mobile,Completed
O-100639,2024-01-11,2024-01-16,Free State,Normal,Web,Completed
O-100640,2024-02-17,2024-02-25,Free State,Normal,Mobile,Completed
O-100641,2024-01-04,2024-01-13,Mpumalanga,Normal,Web,Completed
O-100642,2024-03-28,2024-04-05,Western Cape,Normal,Mobile,Completed
O-100643,2024-02-15,2024-02-22,Western Cape,Normal,Web,Completed
O-100644,2024-02-19,2024-02-24,Free State,Normal,Mobile,Completed
O-100645,2024-02-11,2024-02-15,Limpopo,Express,Web,Completed
O-100646,2024-02-04,2024-02-08,Western Cape,Express,Mobile,Completed
O-100647,2024-01-29,2024-02-03,KwaZulu-Natal,Normal,Mobile,Completed
O-100648,2024-04-05,2024-04-10,Mpumalanga,Normal,Web,Completed
O-100649,2024-02-18,2024-02-24,KwaZulu-Natal,Normal,Mobile,Completed
O-100650,2024-03-27,2024-04-01,Free State,Normal,Mobile,Completed
O-100651,2024-04-22,2024-04-29,Gauteng,Normal,Web,Completed
O-100652,2024-04-12,2024-04-18,Western Cape,Normal,Mobile,Completed
O-100653,2024-04-08,2024-04-16,Limpopo,Normal,Web,Completed
O-100654,2024-01-17,2024-01-21,KwaZulu-Natal,Normal,Mobile,Completed
O-100655,2024-01-24,2024-01-28,Mpumalanga,Normal,Mobile,Completed
O-100656,2024-01-17,2024-01-27,Limpopo,Normal,Web,Completed
O-100657,2024-03-31,2024-04-06,Western Cape,Express,Web,Completed
O-100658,2024-01-12,2024-01-18,Western Cape,Normal,Mobile,Completed
O-100659,2024-03-21,2024-03-28,Free State,Normal,Mobile,Completed
O-100660,2024-01-17,2024-01-25,KwaZulu-Natal,Express,Web,Completed
O-100661,2024-02-24,2024-02-29,Mpumalanga,Normal,Mobile,Completed
O-100662,2024-03-28,2024-04-04,Western Cape,Normal,Web,Completed
O-100663,2024-04-23,2024-05-01,Mpumalanga,Normal,Web,Completed
O-100664,2024-04-01,2024-04-07,Western Cape,Express,Web,Completed
O-100665,2024-02-04,2024-02-08,Limpopo,Normal,Web,Completed
O-100666,2024-03-21,2024-03-30,Mpumalanga,Express,Mobile,Completed
O-100667,2024-02-07,2024-02-14,Mpumalanga,Normal,Web,Completed
O-100668,2024-03-01,2024-03-05,Gauteng,Express,Web,Completed
O-100669,2024-03-26,2024-04-02,Limpopo,Normal,Mobile,Completed
O-100670,2024-01-21,2024-02-01,Limpopo,Normal,Mobile,Completed
O-100671,2024-02-25,2024-03-06,Gauteng,Normal,Web,Completed
O-100672,2024-04-23,2024-05-02,Free State,Normal,Web,Completed
O-100673,2024-01-07,2024-01-10,Limpopo,Normal,Mobile,Completed
O-100674,2024-01-15,2024-01-23,Mpumalanga,Normal,Web,Completed
O-100675,2024-03-13,2024-03-20,Limpopo,Express,Web,Completed
O-100676,2024-04-13,2024-04-20,Mpumalanga,Normal,Web,Completed
O-100677,2024-04-04,2024-04-11,Western Cape,Normal,Web,Completed
O-100678,2024-02-29,2024-03-05,Free State,Normal,Web,Completed
O-100679,2024-03-23,2024-03-28,Mpumalanga,Normal,Mobile,Completed
O-100680,2024-02-03,2024-02-11,KwaZulu-Natal,Express,Web,Completed
O-100681,2024-03-06,2024-03-13,Mpumalanga,Normal,Mobile,Completed
O-100682,2024-02-08,2024-02-16,Free State,Normal,Mobile,Completed
O-100683,2024-02-24,2024-02-29,Mpumalanga,Express,Web,Completed
O-100684,2024-03-05,2024-03-09,Free State,Normal,Web,Completed
O-100685,2024-01-19,2024-01-26,Mpumalanga,Normal,Web,Completed
O-100686,2024-03-21,2024-03-29,Free State,Normal,Mobile,Completed
O-100687,2024-04-09,2024-04-14,Gauteng,Normal,Web,Completed
O-100688,2024-02-19,2024-03-01,Gauteng,Normal,Mobile,Completed
O-100689,2024-01-22,2024-01-30,Western Cape,Normal,Mobile,Completed
O-100690,2024-01-08,2024-01-15,Free State,Normal,Web,Completed
O-100691,2024-03-22,2024-03-26,Free State,Express,Mobile,Completed
O-100692,2024-03-19,2024-03-23,KwaZulu-Natal,Normal,Mobile,Completed
O-100693,2024-01-18,2024-01-26,Free State,Normal,Mobile,Completed
O-100694,2024-01-08,2024-01-12,Limpopo,Normal,Web,Completed
O-100695,2024-01-28,2024-02-04,Gauteng,Normal,Web,Completed
