shipment_id,order_id,warehouse,carrier,ship_date,expedite_flag
S-450,O-100340,WH-JHB,QuickShip,2024-02-03,0
S-451,O-100341,WH-DBN,FastTrack,2024-02-11,0
S-452,O-100342,WH-JHB,FastTrack,2024-02-03,1
S-453,O-100343,WH-CPT,EconoMove,2024-01-22,1
S-454,O-100344,WH-CPT,FastTrack,2024-04-24,0
S-455,O-100344,WH-CPT,FastTrack,2024-04-24,0
S-456,O-100345,WH-DBN,FastTrack,2024-03-04,0
S-457,O-100345,WH-DBN,FastTrack,2024-03-04,0
S-458,O-100346,WH-JHB,FastTrack,2024-04-12,0
S-459,O-100347,WH-CPT,EconoMove,2024-03-25,0
S-460,O-100347,WH-CPT,EconoMove,2024-03-25,0
S-461,O-100348,WH-DBN,QuickShip,2024-03-28,0
S-462,O-100349,WH-DBN,FastTrack,2024-01-07,0
S-463,O-100350,WH-CPT,FastTrack,2024-03-24,0
S-464,O-100351,WH-DBN,FastTrack,2024-02-16,1
S-465,O-100351,WH-DBN,FastTrack,2024-02-16,1
S-466,O-100352,WH-JHB,QuickShip,2024-01-08,0
S-467,O-100352,WH-JHB,QuickShip,2024-01-08,0
S-468,O-100353,WH-DBN,FastTrack,2024-03-12,0
S-469,O-100354,WH-DBN,FastTrack,2024-03-02,0
S-470,O-100354,WH-DBN,FastTrack,2024-03-02,0
S-471,O-100355,WH-DBN,FastTrack,2024-04-05,0
S-472,O-100356,WH-CPT,QuickShip,2024-04-05,0
S-473,O-100356,WH-CPT,QuickShip,2024-04-05,0
S-474,O-100357,WH-DBN,QuickShip,2024-01-23,0
S-475,O-100358,WH-DBN,QuickShip,2024-02-05,1
S-476,O-100359,WH-DBN,QuickShip,2024-03-21,0
S-477,O-100360,WH-CPT,QuickShip,2024-04-25,0
S-478,O-100361,WH-DBN,QuickShip,2024-01-19,0
S-479,O-100362,WH-JHB,QuickShip,2024-01-09,0
S-480,O-100363,WH-JHB,QuickShip,2024-03-20,0
S-481,O-100364,WH-CPT,EconoMove,2024-02-12,0
S-482,O-100364,WH-CPT,EconoMove,2024-02-12,0
S-483,O-100365,WH-CPT,QuickShip,2024-05-02,0
S-484,O-100365,WH-CPT,QuickShip,2024-05-02,0
S-485,O-100366,WH-JHB,EconoMove,2024-01-19,0
S-486,O-100367,WH-JHB,QuickShip,2024-04-11,0
S-487,O-100368,WH-CPT,EconoMove,2024-02-18,0
S-488,O-100369,WH-JHB,FastTrack,2024-03-22,0
S-489,O-100369,WH-JHB,FastTrack,2024-03-22,0
S-490,O-100370,WH-DBN,QuickShip,2024-01-04,0
S-491,O-100371,WH-JHB,FastTrack,2024-02-27,0
S-492,O-100371,WH-JHB,FastTrack,2024-02-27,0
S-493,O-100372,WH-DBN,QuickShip,2024-02-08,1
S-494,O-100372,WH-DBN,QuickShip,2024-02-08,1
S-495,O-100373,WH-CPT,QuickShip,2024-05-02,0
S-496,O-100374,WH-JHB,FastTrack,2024-04-17,0
S-497,O-100374,WH-JHB,FastTrack,2024-04-17,0
S-498,O-100375,WH-CPT,EconoMove,2024-03-14,0
S-499,O-100376,WH-CPT,FastTrack,2024-04-30,0
S-500,O-100377,WH-JHB,FastTrack,2024-02-03,0
S-501,O-100378,WH-DBN,FastTrack,2024-04-25,0
S-502,O-100378,WH-DBN,FastTrack,2024-04-25,0
S-503,O-100379,WH-DBN,QuickShip,2024-02-23,0
S-504,O-100380,WH-CPT,QuickShip,2024-02-14,0
S-505,O-100381,WH-CPT,EconoMove,2024-02-17,0
S-506,O-100382,WH-CPT,QuickShip,2024-04-23,1
S-507,O-100383,WH-DBN,FastTrack,2024-01-07,0
S-508,O-100384,WH-JHB,QuickShip,2024-04-28,1
S-509,O-100385,WH-CPT,EconoMove,2024-01-20,0
S-510,O-100386,WH-DBN,QuickShip,2024-04-04,0
S-511,O-100386,WH-DBN,QuickShip,2024-04-04,0
S-512,O-100387,WH-CPT,EconoMove,2024-01-20,0
S-513,O-100388,WH-JHB,FastTrack,2024-04-01,0
S-514,O-100389,WH-DBN,EconoMove,2024-03-15,0
S-515,O-100390,WH-DBN,QuickShip,2024-04-27,0
S-516,O-100390,WH-DBN,QuickShip,2024-04-27,0
S-517,O-100391,WH-CPT,QuickShip,2024-04-13,0
S-518,O-100391,WH-CPT,QuickShip,2024-04-13,0
S-519,O-100392,WH-DBN,FastTrack,2024-03-23,0
S-520,O-100393,WH-JHB,QuickShip,2024-01-02,0
S-521,O-100394,WH-DBN,QuickShip,2024-01-18,0
S-522,O-100394,WH-DBN,QuickShip,2024-01-18,0
S-523,O-100395,WH-JHB,QuickShip,2024-01-20,0
S-524,O-100396,WH-DBN,FastTrack,2024-02-07,0
S-525,O-100396,WH-DBN,FastTrack,2024-02-07,0
S-526,O-100397,WH-JHB,QuickShip,2024-03-19,0
S-527,O-100397,WH-JHB,QuickShip,2024-03-19,0
S-528,O-100398,WH-CPT,EconoMove,2024-01-29,0
S-529,O-100399,WH-JHB,FastTrack,2024-01-27,0
S-530,O-100399,WH-JHB,FastTrack,2024-01-27,0
S-531,O-100400,WH-JHB,QuickShip,2024-02-14,0
S-532,O-100400,WH-JHB,QuickShip,2024-02-14,0
S-533,O-100401,WH-DBN,EconoMove,2024-02-19,0
S-534,O-100402,WH-CPT,EconoMove,2024-01-23,1
S-535,O-100403,WH-DBN,EconoMove,2024-01-19,0
S-536,O-100404,WH-CPT,FastTrack,2024-01-23,0
S-537,O-100404,WH-CPT,FastTrack,2024-01-23,0
S-538,O-100405,WH-DBN,FastTrack,2024-03-12,0
S-539,O-100405,WH-DBN,FastTrack,2024-03-12,0
S-540,O-100406,WH-JHB,QuickShip,2024-04-21,0
S-541,O-100406,WH-JHB,QuickShip,2024-04-21,0
S-542,O-100407,WH-CPT,EconoMove,2024-01-21,0
S-543,O-100408,WH-DBN,QuickShip,2024-04-05,0
S-544,O-100409,WH-DBN,FastTrack,2024-01-14,1
S-545,O-100410,WH-DBN,EconoMove,2024-03-02,0
S-546,O-100411,WH-JHB,QuickShip,2024-01-09,0
S-547,O-100411,WH-JHB,QuickShip,2024-01-09,0
S-548,O-100412,WH-CPT,QuickShip,2024-02-17,0
S-549,O-100413,WH-JHB,EconoMove,2024-03-26,1
S-550,O-100414,WH-CPT,EconoMove,2024-03-29,0
S-551,O-100414,WH-CPT,EconoMove,2024-03-29,0
S-552,O-100415,WH-DBN,FastTrack,2024-04-02,1
S-553,O-100416,WH-DBN,EconoMove,2024-03-15,0
S-554,O-100416,WH-DBN,EconoMove,2024-03-15,0
S-555,O-100417,WH-CPT,FastTrack,2024-02-25,0
S-556,O-100418,WH-CPT,FastTrack,2024-02-03,0
S-557,O-100419,WH-CPT,QuickShip,2024-02-06,0
S-558,O-100419,WH-CPT,QuickShip,2024-02-06,0
S-559,O-100420,WH-JHB,FastTrack,2024-03-18,0
S-560,O-100421,WH-JHB,QuickShip,2024-03-05,0
S-561,O-100422,WH-DBN,QuickShip,2024-04-30,0
S-562,O-100423,WH-JHB,FastTrack,2024-01-26,0
S-563,O-100424,WH-JHB,EconoMove,2024-02-11,1
S-564,O-100425,WH-JHB,FastTrack,2024-02-05,0
S-565,O-100425,WH-JHB,FastTrack,2024-02-05,0
S-566,O-100426,WH-DBN,QuickShip,2024-02-11,0
S-567,O-100426,WH-DBN,QuickShip,2024-02-11,0
S-568,O-100427,WH-JHB,FastTrack,2024-03-01,0
S-569,O-100428,WH-JHB,QuickShip,2024-03-12,0
S-570,O-100429,WH-JHB,FastTrack,2024-01-04,0
S-571,O-100430,WH-DBN,QuickShip,2024-03-24,0
S-572,O-100431,WH-CPT,EconoMove,2024-02-14,1
S-573,O-100432,WH-CPT,QuickShip,2024-02-19,0
S-574,O-100433,WH-DBN,FastTrack,2024-02-24,1
S-575,O-100434,WH-JHB,FastTrack,2024-01-17,0
S-576,O-100435,WH-JHB,EconoMove,2024-01-05,0
S-577,O-100436,WH-JHB,QuickShip,2024-01-30,0
S-578,O-100436,WH-JHB,QuickShip,2024-01-30,0
S-579,O-100437,WH-JHB,EconoMove,2024-02-01,0
S-580,O-100438,WH-JHB,FastTrack,2024-04-08,0
S-581,O-100439,WH-DBN,FastTrack,2024-04-20,0
S-582,O-100440,WH-CPT,EconoMove,2024-03-16,0
S-583,O-100440,WH-CPT,EconoMove,2024-03-16,0
S-584,O-100441,WH-DBN,QuickShip,2024-01-28,0
S-585,O-100441,WH-DBN,QuickShip,2024-01-28,0
S-586,O-100442,WH-CPT,QuickShip,2024-02-15,0
S-587,O-100443,WH-DBN,EconoMove,2024-02-22,0
S-588,O-100444,WH-CPT,QuickShip,2024-03-30,0
S-589,O-100445,WH-JHB,FastTrack,2024-02-22,0
S-590,O-100446,WH-CPT,FastTrack,2024-04-01,0
S-591,O-100447,WH-CPT,QuickShip,2024-01-28,0
S-592,O-100447,WH-CPT,QuickShip,2024-01-28,0
S-593,O-100448,WH-JHB,EconoMove,2024-01-14,1
S-594,O-100449,WH-DBN,QuickShip,2024-02-21,1
S-595,O-100449,WH-DBN,QuickShip,2024-02-21,1
S-596,O-100450,WH-JHB,QuickShip,2024-04-28,0
S-597,O-100451,WH-CPT,EconoMove,2024-03-09,0
S-598,O-100452,WH-CPT,FastTrack,2024-03-20,1
S-599,O-100452,WH-CPT,FastTrack,2024-03-20,1
S-600,O-100453,WH-JHB,QuickShip,2024-02-02,0
S-601,O-100454,WH-DBN,EconoMove,2024-02-01,0
S-602,O-100455,WH-CPT,EconoMove,2024-01-05,0
S-603,O-100455,WH-CPT,EconoMove,2024-01-05,0
S-604,O-100456,WH-CPT,FastTrack,2024-03-20,0
S-605,O-100456,WH-CPT,FastTrack,2024-03-20,0
S-606,O-100457,WH-CPT,FastTrack,2024-03-14,0
S-607,O-100457,WH-CPT,FastTrack,2024-03-14,0
S-608,O-100458,WH-CPT,FastTrack,2024-01-05,0
S-609,O-100459,WH-DBN,QuickShip,2024-02-23,0
S-610,O-100460,WH-JHB,EconoMove,2024-02-20,0
S-611,O-100460,WH-JHB,EconoMove,2024-02-20,0
S-612,O-100461,WH-JHB,QuickShip,2024-04-10,0
S-613,O-100462,WH-JHB,EconoMove,2024-04-10,0
S-614,O-100463,WH-DBN,FastTrack,2024-03-05,0
S-615,O-100464,WH-JHB,FastTrack,2024-01-11,0
S-616,O-100465,WH-DBN,FastTrack,2024-01-15,0
S-617,O-100466,WH-DBN,FastTrack,2024-03-23,0
S-618,O-100466,WH-DBN,FastTrack,2024-03-23,0
S-619,O-100467,WH-CPT,QuickShip,2024-04-24,0
S-620,O-100468,WH-DBN,EconoMove,2024-01-29,0
S-621,O-100469,WH-DBN,QuickShip,2024-03-26,0
S-622,O-100470,WH-JHB,EconoMove,2024-02-09,0
S-623,O-100470,WH-JHB,EconoMove,2024-02-09,0
S-624,O-100471,WH-JHB,FastTrack,2024-03-04,1
S-625,O-100472,WH-JHB,FastTrack,2024-03-01,0
S-626,O-100473,WH-DBN,EconoMove,2024-03-02,0
S-627,O-100474,WH-CPT,QuickShip,2024-01-09,0
S-628,O-100475,WH-CPT,EconoMove,2024-03-01,0
S-629,O-100475,WH-CPT,EconoMove,2024-03-01,0
S-630,O-100476,WH-DBN,QuickShip,2024-02-14,0
S-631,O-100477,WH-JHB,FastTrack,2024-03-29,0
S-632,O-100477,WH-JHB,FastTrack,2024-03-29,0
S-633,O-100478,WH-DBN,QuickShip,2024-01-08,0
S-634,O-100478,WH-DBN,QuickShip,2024-01-08,0
S-635,O-100479,WH-CPT,EconoMove,2024-04-11,0
S-636,O-100480,WH-JHB,QuickShip,2024-01-29,0
S-637,O-100481,WH-JHB,FastTrack,2024-04-27,0
S-638,O-100482,WH-JHB,EconoMove,2024-04-06,0
S-639,O-100483,WH-CPT,FastTrack,2024-03-07,1
S-640,O-100484,WH-CPT,QuickShip,2024-04-15,0
S-641,O-100484,WH-CPT,QuickShip,2024-04-15,0
S-642,O-100485,WH-CPT,FastTrack,2024-04-25,0
S-643,O-100485,WH-CPT,FastTrack,2024-04-25,0
S-644,O-100486,WH-DBN,EconoMove,2024-04-28,1
S-645,O-100486,WH-DBN,EconoMove,2024-04-28,1
S-646,O-100487,WH-JHB,FastTrack,2024-02-02,0
S-647,O-100488,WH-DBN,FastTrack,2024-02-10,0
S-648,O-100488,WH-DBN,FastTrack,2024-02-10,0
S-649,O-100489,WH-CPT,QuickShip,2024-03-19,0
S-650,O-100490,WH-CPT,FastTrack,2024-03-26,0
S-651,O-100491,WH-CPT,QuickShip,2024-05-01,0
S-652,O-100492,WH-DBN,EconoMove,2024-02-10,1
S-653,O-100493,WH-CPT,EconoMove,2024-01-15,0
S-654,O-100494,WH-DBN,QuickShip,2024-04-22,0
S-655,O-100495,WH-DBN,EconoMove,2024-01-26,0
S-656,O-100496,WH-JHB,QuickShip,2024-03-23,0
S-657,O-100496,WH-JHB,QuickShip,2024-03-23,0
S-658,O-100497,WH-DBN,FastTrack,2024-04-06,0
S-659,O-100498,WH-JHB,QuickShip,2024-01-23,0
S-660,O-100499,WH-JHB,QuickShip,2024-04-28,0
S-661,O-100500,WH-CPT,FastTrack,2024-01-26,0
S-662,O-100500,WH-CPT,FastTrack,2024-01-26,0
S-663,O-100501,WH-CPT,QuickShip,2024-01-18,0
S-664,O-100502,WH-JHB,QuickShip,2024-01-04,0
S-665,O-100502,WH-JHB,QuickShip,2024-01-04,0
S-666,O-100503,WH-DBN,QuickShip,2024-04-17,0
S-667,O-100503,WH-DBN,QuickShip,2024-04-17,0
S-668,O-100504,WH-DBN,QuickShip,2024-04-04,0
S-669,O-100504,WH-DBN,QuickShip,2024-04-04,0
S-670,O-100505,WH-JHB,EconoMove,2024-04-27,0
S-671,O-100505,WH-JHB,EconoMove,2024-04-27,0
S-672,O-100506,WH-CPT,FastTrack,2024-01-13,0
S-673,O-100507,WH-JHB,FastTrack,2024-01-22,0
S-674,O-100508,WH-DBN,FastTrack,2024-02-28,0
S-675,O-100508,WH-DBN,FastTrack,2024-02-28,0
S-676,O-100509,WH-CPT,EconoMove,2024-01-06,0
S-677,O-100510,WH-JHB,FastTrack,2024-02-06,0
S-678,O-100511,WH-DBN,QuickShip,2024-03-18,0
S-679,O-100512,WH-JHB,EconoMove,2024-01-20,0
S-680,O-100512,WH-JHB,EconoMove,2024-01-20,0
S-681,O-100513,WH-JHB,QuickShip,2024-01-03,0
S-682,O-100514,WH-DBN,EconoMove,2024-01-28,0
S-683,O-100515,WH-CPT,QuickShip,2024-03-02,0
S-684,O-100516,WH-JHB,EconoMove,2024-01-24,0
S-685,O-100517,WH-JHB,QuickShip,2024-02-01,0
S-686,O-100517,WH-JHB,QuickShip,2024-02-01,0
S-687,O-100518,WH-DBN,FastTrack,2024-02-26,0
S-688,O-100519,WH-CPT,EconoMove,2024-04-04,0
S-689,O-100520,WH-JHB,QuickShip,2024-02-02,0
S-690,O-100521,WH-CPT,EconoMove,2024-01-17,0
S-691,O-100522,WH-DBN,FastTrack,2024-01-13,0
S-692,O-100523,WH-JHB,FastTrack,2024-01-12,0
S-693,O-100524,WH-CPT,QuickShip,2024-04-28,0
S-694,O-100525,WH-DBN,EconoMove,2024-04-26,1
S-695,O-100526,WH-DBN,FastTrack,2024-03-13,0
S-696,O-100527,WH-CPT,QuickShip,2024-03-17,0
S-697,O-100527,WH-CPT,QuickShip,2024-03-17,0
S-698,O-100528,WH-CPT,EconoMove,2024-04-13,0
S-699,O-100529,WH-CPT,FastTrack,2024-03-11,0
S-700,O-100530,WH-CPT,EconoMove,2024-03-26,0
S-701,O-100531,WH-CPT,FastTrack,2024-04-17,1
S-702,O-100532,WH-JHB,FastTrack,2024-02-26,0
S-703,O-100532,WH-JHB,FastTrack,2024-02-26,0
S-704,O-100533,WH-CPT,FastTrack,2024-04-17,0
S-705,O-100533,WH-CPT,FastTrack,2024-04-17,0
S-706,O-100534,WH-DBN,FastTrack,2024-04-11,0
S-707,O-100535,WH-CPT,FastTrack,2024-02-26,1
S-708,O-100536,WH-CPT,FastTrack,2024-03-12,1
S-709,O-100537,WH-CPT,FastTrack,2024-02-19,0
S-710,O-100538,WH-DBN,FastTrack,2024-02-09,1
S-711,O-100538,WH-DBN,FastTrack,2024-02-09,1
S-712,O-100539,WH-CPT,FastTrack,2024-03-31,0
S-713,O-100540,WH-DBN,FastTrack,2024-03-28,0
S-714,O-100541,WH-JHB,QuickShip,2024-02-20,0
S-715,O-100542,WH-CPT,QuickShip,2024-03-27,0
S-716,O-100543,WH-CPT,QuickShip,2024-04-09,0
S-717,O-100544,WH-CPT,FastTrack,2024-02-21,0
S-718,O-100544,WH-CPT,FastTrack,2024-02-21,0
S-719,O-100545,WH-DBN,FastTrack,2024-03-07,0
S-720,O-100546,WH-DBN,EconoMove,2024-03-09,0
S-721,O-100547,WH-JHB,FastTrack,2024-02-08,1
S-722,O-100548,WH-DBN,EconoMove,2024-01-12,0
S-723,O-100549,WH-CPT,FastTrack,2024-02-03,0
S-724,O-100549,WH-CPT,FastTrack,2024-02-03,0
S-725,O-100550,WH-CPT,FastTrack,2024-04-26,0
S-726,O-100551,WH-CPT,FastTrack,2024-03-27,0
S-727,O-100552,WH-JHB,EconoMove,2024-02-10,0
S-728,O-100552,WH-JHB,EconoMove,2024-02-10,0
S-729,O-100553,WH-CPT,FastTrack,2024-01-27,0
S-730,O-100554,WH-DBN,QuickShip,2024-04-27,0
S-731,O-100555,WH-DBN,QuickShip,2024-02-20,0
S-732,O-100555,WH-DBN,QuickShip,2024-02-20,0
S-733,O-100556,WH-DBN,EconoMove,2024-01-08,1
S-734,O-100557,WH-DBN,QuickShip,2024-03-27,1
S-735,O-100557,WH-DBN,QuickShip,2024-03-27,1
S-736,O-100558,WH-CPT,QuickShip,2024-04-15,0
S-737,O-100558,WH-CPT,QuickShip,2024-04-15,0
S-738,O-100559,WH-JHB,QuickShip,2024-01-08,0
S-739,O-100559,WH-JHB,QuickShip,2024-01-08,0
S-740,O-100560,WH-JHB,FastTrack,2024-04-16,0
S-741,O-100560,WH-JHB,FastTrack,2024-04-16,0
S-742,O-100561,WH-JHB,QuickShip,2024-01-09,0
S-743,O-100562,WH-JHB,EconoMove,2024-01-04,0
S-744,O-100563,WH-DBN,QuickShip,2024-01-13,0
S-745,O-100563,WH-DBN,QuickShip,2024-01-13,0
S-746,O-100564,WH-DBN,FastTrack,2024-03-05,0
S-747,O-100565,WH-JHB,EconoMove,2024-02-05,0
S-748,O-100565,WH-JHB,EconoMove,2024-02-05,0
S-749,O-100566,WH-DBN,QuickShip,2024-04-29,0
S-750,O-100567,WH-CPT,EconoMove,2024-03-10,0
S-751,O-100568,WH-CPT,FastTrack,2024-01-08,0
S-752,O-100568,WH-CPT,FastTrack,2024-01-08,0
S-753,O-100569,WH-DBN,EconoMove,2024-02-22,0
S-754,O-100570,WH-DBN,QuickShip,2024-03-07,0
S-755,O-100571,WH-CPT,FastTrack,2024-03-29,0
S-756,O-100572,WH-DBN,FastTrack,2024-01-30,0
S-757,O-100572,WH-DBN,FastTrack,2024-01-30,0
S-758,O-100573,WH-CPT,QuickShip,2024-02-24,0
S-759,O-100574,WH-DBN,QuickShip,2024-03-19,0
S-760,O-100575,WH-JHB,EconoMove,2024-03-11,0
S-761,O-100576,WH-CPT,QuickShip,2024-02-03,0
S-762,O-100576,WH-CPT,QuickShip,2024-02-03,0
S-763,O-100577,WH-CPT,QuickShip,2024-02-12,0
S-764,O-100578,WH-DBN,EconoMove,2024-01-21,0
S-765,O-100579,WH-CPT,EconoMove,2024-03-05,0
S-766,O-100580,WH-CPT,FastTrack,2024-01-18,0
S-767,O-100580,WH-CPT,FastTrack,2024-01-18,0
S-768,O-100581,WH-CPT,EconoMove,2024-02-17,1
S-769,O-100581,WH-CPT,EconoMove,2024-02-17,1
S-770,O-100582,WH-CPT,QuickShip,2024-01-12,0
S-771,O-100582,WH-CPT,QuickShip,2024-01-12,0
S-772,O-100583,WH-CPT,FastTrack,2024-04-09,0
S-773,O-100584,WH-DBN,QuickShip,2024-04-10,0
S-774,O-100585,WH-CPT,QuickShip,2024-03-15,0
S-775,O-100585,WH-CPT,QuickShip,2024-03-15,0
S-776,O-100586,WH-JHB,QuickShip,2024-03-26,0
S-777,O-100586,WH-JHB,QuickShip,2024-03-26,0
S-778,O-100587,WH-JHB,EconoMove,2024-04-12,0
S-779,O-100587,WH-JHB,EconoMove,2024-04-12,0
S-780,O-100588,WH-JHB,QuickShip,2024-02-20,1
S-781,O-100588,WH-JHB,QuickShip,2024-02-20,1
S-782,O-100589,WH-CPT,FastTrack,2024-03-21,0
S-783,O-100589,WH-CPT,FastTrack,2024-03-21,0
S-784,O-100590,WH-DBN,FastTrack,2024-01-21,0
S-785,O-100591,WH-DBN,FastTrack,2024-03-04,0
S-786,O-100592,WH-JHB,EconoMove,2024-04-30,0
S-787,O-100593,WH-JHB,QuickShip,2024-04-15,0
S-788,O-100594,WH-JHB,FastTrack,2024-04-14,1
S-789,O-100595,WH-CPT,EconoMove,2024-02-26,0
S-790,O-100596,WH-JHB,EconoMove,2024-02-05,0
S-791,O-100597,WH-JHB,EconoMove,2024-01-22,1
S-792,O-100598,WH-DBN,QuickShip,2024-02-05,0
S-793,O-100598,WH-DBN,QuickShip,2024-02-05,0
S-794,O-100599,WH-DBN,EconoMove,2024-03-23,0
S-795,O-100600,WH-DBN,FastTrack,2024-03-30,0
S-796,O-100601,WH-CPT,FastTrack,2024-02-17,0
S-797,O-100602,WH-JHB,QuickShip,2024-04-14,0
S-798,O-100603,WH-JHB,QuickShip,2024-02-22,0
S-799,O-100604,WH-DBN,EconoMove,2024-03-09,0
S-800,O-100605,WH-DBN,FastTrack,2024-02-25,0
S-801,O-100605,WH-DBN,FastTrack,2024-02-25,0
S-802,O-100606,WH-CPT,QuickShip,2024-03-28,0
S-803,O-100607,WH-DBN,FastTrack,2024-01-29,0
S-804,O-100608,WH-CPT,QuickShip,2024-04-05,0
S-805,O-100609,WH-CPT,FastTrack,2024-02-19,0
S-806,O-100610,WH-JHB,FastTrack,2024-04-12,1
S-807,O-100611,WH-DBN,QuickShip,2024-04-01,0
S-808,O-100612,WH-JHB,EconoMove,2024-04-15,0
S-809,O-100612,WH-JHB,EconoMove,2024-04-15,0
S-810,O-100613,WH-DBN,EconoMove,2024-02-08,0
S-811,O-100613,WH-DBN,EconoMove,2024-02-08,0
S-812,O-100614,WH-DBN,EconoMove,2024-03-02,0
S-813,O-100615,WH-DBN,QuickShip,2024-01-13,0
S-814,O-100616,WH-JHB,QuickShip,2024-02-16,0
S-815,O-100616,WH-JHB,QuickShip,2024-02-16,0
S-816,O-100617,WH-JHB,FastTrack,2024-04-19,1
S-817,O-100618,WH-JHB,QuickShip,2024-04-12,0
S-818,O-100619,WH-CPT,FastTrack,2024-02-18,0
S-819,O-100620,WH-DBN,FastTrack,2024-02-17,0
S-820,O-100621,WH-JHB,QuickShip,2024-02-02,0
S-821,O-100621,WH-JHB,QuickShip,2024-02-02,0
S-822,O-100622,WH-CPT,EconoMove,2024-01-29,0
S-823,O-100623,WH-DBN,QuickShip,2024-01-17,0
S-824,O-100624,WH-JHB,QuickShip,2024-03-16,0
S-825,O-100625,WH-CPT,FastTrack,2024-03-23,0
S-826,O-100626,WH-CPT,QuickShip,2024-03-27,0
S-827,O-100627,WH-CPT,FastTrack,2024-01-06,0
S-828,O-100628,WH-CPT,QuickShip,2024-01-15,0
S-829,O-100628,WH-CPT,QuickShip,2024-01-15,0
S-830,O-100629,WH-JHB,EconoMove,2024-03-31,0
S-831,O-100629,WH-JHB,EconoMove,2024-03-31,0
S-832,O-100630,WH-JHB,QuickShip,2024-01-25,0
S-833,O-100631,WH-DBN,QuickShip,2024-04-17,0
S-834,O-100632,WH-JHB,QuickShip,2024-02-23,0
S-835,O-100632,WH-JHB,QuickShip,2024-02-23,0
S-836,O-100633,WH-DBN,EconoMove,2024-03-09,0
S-837,O-100634,WH-CPT,FastTrack,2024-04-15,0
S-838,O-100635,WH-JHB,QuickShip,2024-04-28,0
S-839,O-100635,WH-JHB,QuickShip,2024-04-28,0
S-840,O-100636,WH-CPT,QuickShip,2024-02-26,0
S-841,O-100636,WH-CPT,QuickShip,2024-02-26,0
S-842,O-100637,WH-DBN,FastTrack,2024-03-05,1
S-843,O-100638,WH-CPT,QuickShip,2024-04-04,0
S-844,O-100638,WH-CPT,QuickShip,2024-04-04,0
S-845,O-100639,WH-JHB,QuickShip,2024-01-12,0
S-846,O-100640,WH-CPT,EconoMove,2024-02-20,0
S-847,O-100641,WH-JHB,EconoMove,2024-01-04,1
S-848,O-100641,WH-JHB,EconoMove,2024-01-04,1
S-849,O-100642,WH-JHB,EconoMove,2024-03-29,0
S-850,O-100643,WH-JHB,QuickShip,2024-02-16,0
S-851,O-100644,WH-CPT,FastTrack,2024-02-20,0
S-852,O-100645,WH-DBN,FastTrack,2024-02-14,1
S-853,O-100645,WH-DBN,FastTrack,2024-02-14,1
S-854,O-100646,WH-CPT,QuickShip,2024-02-07,0
S-855,O-100646,WH-CPT,QuickShip,2024-02-07,0
S-856,O-100647,WH-JHB,EconoMove,2024-01-30,0
S-857,O-100647,WH-JHB,EconoMove,2024-01-30,0
S-858,O-100648,WH-DBN,QuickShip,2024-04-09,0
S-859,O-100649,WH-CPT,FastTrack,2024-02-21,0
S-860,O-100649,WH-CPT,FastTrack,2024-02-21,0
S-861,O-100650,WH-JHB,FastTrack,2024-03-27,0
S-862,O-100651,WH-DBN,QuickShip,2024-04-26,0
S-863,O-100652,WH-DBN,FastTrack,2024-04-15,0
S-864,O-100653,WH-CPT,EconoMove,2024-04-11,0
S-865,O-100653,WH-CPT,EconoMove,2024-04-11,0
S-866,O-100654,WH-JHB,FastTrack,2024-01-17,0
S-867,O-100655,WH-DBN,FastTrack,2024-01-26,0
S-868,O-100655,WH-DBN,FastTrack,2024-01-26,0
S-869,O-100656,WH-JHB,EconoMove,2024-01-17,0
S-870,O-100657,WH-CPT,QuickShip,2024-04-03,0
S-871,O-100658,WH-JHB,QuickShip,2024-01-12,0
S-872,O-100659,WH-DBN,QuickShip,2024-03-24,0
S-873,O-100659,WH-DBN,QuickShip,2024-03-24,0
S-874,O-100660,WH-DBN,QuickShip,2024-01-19,1
S-875,O-100661,WH-CPT,FastTrack,2024-02-26,0
S-876,O-100661,WH-CPT,FastTrack,2024-02-26,0
S-877,O-100662,WH-CPT,QuickShip,2024-03-29,0
S-878,O-100663,WH-JHB,EconoMove,2024-04-24,0
S-879,O-100664,WH-JHB,EconoMove,2024-04-01,0
S-880,O-100664,WH-JHB,EconoMove,2024-04-01,0
S-881,O-100665,WH-CPT,FastTrack,2024-02-05,0
S-882,O-100666,WH-CPT,EconoMove,2024-03-21,1
S-883,O-100666,WH-CPT,EconoMove,2024-03-21,1
S-884,O-100667,WH-DBN,FastTrack,2024-02-09,0
S-885,O-100667,WH-DBN,FastTrack,2024-02-09,0
S-886,O-100668,WH-CPT,FastTrack,2024-03-03,1
S-887,O-100669,WH-DBN,QuickShip,2024-03-28,0
S-888,O-100670,WH-DBN,EconoMove,2024-01-25,0
S-889,O-100671,WH-CPT,EconoMove,2024-02-26,0
S-890,O-100671,WH-CPT,EconoMove,2024-02-26,0
S-891,O-100672,WH-CPT,EconoMove,2024-04-26,0
S-892,O-100673,WH-JHB,FastTrack,2024-01-08,0
S-893,O-100674,WH-JHB,EconoMove,2024-01-15,1
S-894,O-100674,WH-JHB,EconoMove,2024-01-15,1
S-895,O-100675,WH-JHB,EconoMove,2024-03-14,1
S-896,O-100676,WH-CPT,QuickShip,2024-04-15,0
S-897,O-100676,WH-CPT,QuickShip,2024-04-15,0
S-898,O-100677,WH-CPT,FastTrack,2024-04-05,0
S-899,O-100678,WH-CPT,QuickShip,2024-03-01,0
